rank	class_rank	review_class	class_priority	score	research_score	shadow_score	v0_rank	v0_score	decision_tier	pack_id	pack_path	selected_family_ids	family_roles	translation_statuses	runtime_binding_statuses	trade_surface_bucket	shadow_tradeability_classes	hard_guard_reason	shadow_evidence_reason	det_ratio	det_pass	det_supported	det_skipped	max_rss_kb	max_elapsed_sec	context_flags	candidate_status	shadow_run_count	fill_backed_run_count	profitability_interpretable_run_count	no_fill_activity_count	fill_backed_open_count	fill_backed_flat_count	closed_cycle_count	realized_pnl_sum	latest_trade_closed_at	last_shadow_observed_at	latest_pnl_interpretation	recent_pnl_bias	outcome_class	outcome_attention_flag	watch_status	horizon_evidence_bucket	score_explanation
66	3	OBSERVE_ONLY	6	84.479600	84.479600	0.000000	3	84.479600	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-bybit-bbo-20260122..20260122-20260306_221422-3f8200a1-t1__FULLSCAN_MAJOR__d0c128d531f4d13acb95f5c1492ad541dd99f3364496cd6ce0c5801403dbfe96	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-bybit-bbo-20260122..20260122-20260306_221422-3f8200a1-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	3	3	15	95980.0	2.43	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=84.479600;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
67	4	OBSERVE_ONLY	6	84.441987	84.441987	0.000000	4	84.441987	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-bybit-bbo-20260115..20260115-20260306_203542-67a6cf84-t1__FULLSCAN_MAJOR__5d1c022d828df2bc3c95613148ef5ab02c68b515ee8569008de83dbbe586e8ad	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-bybit-bbo-20260115..20260115-20260306_203542-67a6cf84-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	1	1	5	103736.0	2.36	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=84.441987;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
68	5	OBSERVE_ONLY	6	84.441547	84.441547	0.000000	5	84.441547	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-bybit-bbo-20260124..20260124-20260306_225148-5980ca43-t1__FULLSCAN_MAJOR__6d279d08dd446e44ae4841d873e7cc8f848607d9d64794c63350a3e6c68fa550	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-bybit-bbo-20260124..20260124-20260306_225148-5980ca43-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	5	5	25	103324.0	2.51	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=84.441547;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
69	6	OBSERVE_ONLY	6	59.590820	59.590820	0.000000	38	59.590820	PROMOTE	multi-hypothesis-phase5-bighunt-bybit-bbo-20260110..20260110-20260306_191708-c7000844-t1__FULLSCAN_MAJOR__0ad17f23e150de63e15707976dbaed17fb6de1ecd029fde053d3a21c1abad06e	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-bybit-bbo-20260110..20260110-20260306_191708-c7000844-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	2	2	10	76736.0	1.53	MARK=PASS;FUNDING=WARN;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=59.590820;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
70	7	OBSERVE_ONLY	6	58.829580	58.829580	0.000000	41	58.829580	PROMOTE	multi-hypothesis-phase5-bighunt-okx-bbo-20260309..20260309-20260310_034219-a2d96e91-t1__FULLSCAN_MAJOR__ce51651dd813d42b1b2372a4150cb12f157c4c4b6c7e377813cb5e549a08d703	/home/deploy/quantlab-evidence-archive/20260310_slim/multi-hypothesis-phase5-bighunt-okx-bbo-20260309..20260309-20260310_034219-a2d96e91-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	3	3	15	209584.0	7.35	MARK=PASS;FUNDING=PASS;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=58.829580;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
71	8	OBSERVE_ONLY	6	58.816560	58.816560	0.000000	42	58.816560	PROMOTE	multi-hypothesis-phase5-bighunt-okx-bbo-20260310..20260310-20260311_034752-0732265c-t1__FULLSCAN_MAJOR__855ff51f051ac3e82a5975ef21c49db25dfcec5338d2b1bdb418e2417ff30052	/home/deploy/quantlab-evidence-archive/20260311_slim/multi-hypothesis-phase5-bighunt-okx-bbo-20260310..20260310-20260311_034752-0732265c-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	3	3	15	211488.0	7.56	MARK=PASS;FUNDING=PASS;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=58.816560;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
72	9	OBSERVE_ONLY	6	58.633980	58.633980	0.000000	56	58.633980	PROMOTE	multi-hypothesis-phase5-bighunt-okx-bbo-20260122..20260122-20260306_221750-26b2837d-t1__FULLSCAN_MAJOR__27ed60069409f4691020ffec211cae8fc28cb9efeb2d7b05d4f1905ec1226ae6	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-okx-bbo-20260122..20260122-20260306_221750-26b2837d-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	1	1	5	243104.0	9.03	MARK=PASS;FUNDING=PASS;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=58.633980;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
73	10	OBSERVE_ONLY	6	58.532973	58.532973	0.000000	59	58.532973	PROMOTE	multi-hypothesis-phase5-bighunt-okx-bbo-20260311..20260311-20260312_032554-b2d5e16c-t1__FULLSCAN_MAJOR__7a6da285408158ccdb3a6d493953d82ee1e15b49c7f24cba1161b4ec7b4c4bb9	/home/deploy/quantlab-evidence-archive/20260312_slim/multi-hypothesis-phase5-bighunt-okx-bbo-20260311..20260311-20260312_032554-b2d5e16c-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	6	6	30	255172.0	11.47	MARK=PASS;FUNDING=PASS;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=58.532973;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
74	11	OBSERVE_ONLY	6	54.401480	54.401480	0.000000	86	54.401480	PROMOTE	multi-hypothesis-phase5-bighunt-bybit-bbo-20260314..20260314-20260315_034045-4857fa1e-t1__FULLSCAN_MAJOR__ca05ec582987925b2212a3f18ac64a97e56503866a7e4cf5346465b6fe526c53	/home/deploy/quantlab-evidence-archive/20260315_slim/multi-hypothesis-phase5-bighunt-bybit-bbo-20260314..20260314-20260315_034045-4857fa1e-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	7	7	35	110004.0	2.91	MARK=PASS;FUNDING=WARN;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=54.401480;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
75	12	OBSERVE_ONLY	6	54.054767	54.054767	0.000000	90	54.054767	PROMOTE	multi-hypothesis-phase5-bighunt-bybit-bbo-20260312..20260312-20260313_035655-e71f84fd-t1__FULLSCAN_MAJOR__2d06dd88514d06bca9d9d469f1a07c1f2f4d724e6837632bdf8129a7bffeb98f	/home/deploy/quantlab-evidence-archive/20260313_slim/multi-hypothesis-phase5-bighunt-bybit-bbo-20260312..20260312-20260313_035655-e71f84fd-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	4	4	20	171280.0	5.33	MARK=PASS;FUNDING=WARN;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=54.054767;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
76	13	OBSERVE_ONLY	6	53.618173	53.618173	0.000000	93	53.618173	PROMOTE	multi-hypothesis-phase5-bighunt-okx-bbo-20260107..20260107-20260306_182939-72489212-t1__FULLSCAN_MAJOR__6ac2df69162aa2bfb7a888b94c87fe6d923e54c36ff2ae75833c34ca7890b3bc	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-okx-bbo-20260107..20260107-20260306_182939-72489212-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	BOUND_SHADOW_RUNNABLE	OBSERVE_ONLY	OBSERVE_ONLY	BOUND_OBSERVE_ONLY_RUNTIME	OBSERVE_ONLY_BINDING	1.000000	3	3	15	246432.0	8.98	MARK=PASS;FUNDING=WARN;OI=WARN	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=OBSERVE_ONLY;surface=OBSERVE_ONLY;reason=OBSERVE_ONLY_BINDING;research=53.618173;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
77	1	UNRUNNABLE	7	84.219813	84.219813	0.000000	6	84.219813	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-bybit-trade-20260124..20260124-20260306_225229-2fedebed-t1__FULLSCAN_MAJOR__3ae0e007060d81a7180ef37ac6ce9b44a0baa407b2edb9c69a835ffb62783ad8	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-bybit-trade-20260124..20260124-20260306_225229-2fedebed-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	NOT_TRANSLATABLE_YET,TRANSLATABLE	UNBOUND_CONFIG_GAP,UNBOUND_TRANSLATION_REJECTED	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	25	25	5	115404.0	12.19	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=84.219813;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
78	2	UNRUNNABLE	7	80.168433	80.168433	0.000000	9	80.168433	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-bybit-trade-20260122..20260122-20260306_221458-eabfbabb-t1__FULLSCAN_MAJOR__1924f3b3a098dc26c0a1fd89bf59f91d62c1020ab127f8adb71ee775ba525391	/home/deploy/quantlab-evidence-archive/20260306_slim/multi-hypothesis-phase5-bighunt-bybit-trade-20260122..20260122-20260306_221458-eabfbabb-t1__FULLSCAN_MAJOR	momentum_v1	PRIMARY_DIRECTIONAL	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	10	10	2	546380.0	125.98	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=80.168433;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
79	3	UNRUNNABLE	7	79.526407	79.526407	0.000000	10	79.526407	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260214..20260214-20260307_193745-90a25ab8-t1__FULLSCAN_MAJOR__d25d0eb32d0b9a3b47bc55e50d0e730f7bd126e4bd24699b209822f620c4f0b5	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260214..20260214-20260307_193745-90a25ab8-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	933452.0	48.38	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=79.526407;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
80	4	UNRUNNABLE	7	79.401660	79.401660	0.000000	11	79.401660	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260210..20260210-20260307_174138-86147e75-t1__FULLSCAN_MAJOR__bab7bb4f99d92d1795350640795fd1b3ba08bc521cac5f5f7e4284555c9de45d	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260210..20260210-20260307_174138-86147e75-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	3	3	15	951868.0	50.34	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=79.401660;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
81	5	UNRUNNABLE	7	78.429940	78.429940	0.000000	12	78.429940	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260311..20260311-20260312_024855-d0cf569e-t1__FULLSCAN_MAJOR__e836adcc23859aa5504c8d7d56f6ac69dcc665b317ab591bf7838337e99f8324	/home/deploy/quantlab-evidence-archive/20260312_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260311..20260311-20260312_024855-d0cf569e-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1102912.0	63.33	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=78.429940;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
82	6	UNRUNNABLE	7	78.069260	78.069260	0.000000	13	78.069260	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260220..20260220-20260307_210827-9176ddd1-t1__FULLSCAN_MAJOR__71ea8f4020a1b3ec44dd14fa0abafc060a919b123431a152da424caf5bf9c585	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260220..20260220-20260307_210827-9176ddd1-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1172248.0	64.17	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=78.069260;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
83	7	UNRUNNABLE	7	77.850033	77.850033	0.000000	14	77.850033	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260306..20260306-20260308_172429-c8f82a9d-t1__FULLSCAN_MAJOR__1703a2f755828f19ce7d28670373631783a5d9909236c9d263898fdcad58374a	/home/deploy/quantlab-evidence-archive/20260308_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260306..20260306-20260308_172429-c8f82a9d-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1212960.0	65.11	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=77.850033;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
84	8	UNRUNNABLE	7	77.718793	77.718793	0.000000	15	77.718793	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260216..20260216-20260307_200846-e872e59c-t1__FULLSCAN_MAJOR__b75cf8af56ea4662d10829dc867d1aabf16aed633a0aa02ff81c086ec36952a9	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260216..20260216-20260307_200846-e872e59c-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1236408.0	65.95	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=77.718793;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
85	9	UNRUNNABLE	7	77.665593	77.665593	0.000000	16	77.665593	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260219..20260219-20260307_205350-8c85a2eb-t1__FULLSCAN_MAJOR__3bbd6d784cef43e77c81e203ecab773eff3e7aa5eccdcf3f8318c4967dceb807	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260219..20260219-20260307_205350-8c85a2eb-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1240648.0	67.87	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=77.665593;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
86	10	UNRUNNABLE	7	77.532227	77.532227	0.000000	17	77.532227	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260218..20260218-20260307_203844-ecabc73c-t1__FULLSCAN_MAJOR__715bd30913d2e9bb8872f264b8b52c0801bd1e7861ed322e79356e037f277a0c	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260218..20260218-20260307_203844-ecabc73c-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1265988.0	68.27	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=77.532227;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
87	11	UNRUNNABLE	7	77.462713	77.462713	0.000000	18	77.462713	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260215..20260215-20260307_195214-325cbe5c-t1__FULLSCAN_MAJOR__bd2a4d320b3b8cafc1b272133dcbe2688c4eb54ae2010719ed257dbef98adac8	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260215..20260215-20260307_195214-325cbe5c-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1280024.0	68.23	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=77.462713;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
88	12	UNRUNNABLE	7	77.456613	77.456613	0.000000	19	77.456613	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260208..20260208-20260307_034832-0180ff20-t1__FULLSCAN_MAJOR__65f7f57b37b7eb88e3d6d3ce0a5cfd5ca153cf3c5254ea651fe2b8c30ef9d88f	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260208..20260208-20260307_034832-0180ff20-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1263744.0	73.48	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=77.456613;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
89	13	UNRUNNABLE	7	77.356433	77.356433	0.000000	20	77.356433	PROMOTE_STRONG	multi-hypothesis-phase5-bighunt-binance-bbo-20260217..20260217-20260307_202313-762018c2-t1__FULLSCAN_MAJOR__d67035e0d3dbaf8133a210e477206694d1840283ecec40a20fe06a259c7d308b	/home/deploy/quantlab-evidence-archive/20260307_slim/multi-hypothesis-phase5-bighunt-binance-bbo-20260217..20260217-20260307_202313-762018c2-t1__FULLSCAN_MAJOR	spread_reversion_v1	CONTEXT_GUARD	TRANSLATABLE	UNBOUND_CONFIG_GAP	UNRUNNABLE	UNBOUND	UNBOUND_CONFIG_GAP	UNRUNNABLE_BINDING	1.000000	4	4	20	1301880.0	68.05	MARK=PASS;FUNDING=PASS;OI=PASS	NEW	0	0	0	0	0	0	0	0.000000			UNKNOWN	NO_HISTORY	NONE	false	INACTIVE	NO_SHADOW_HISTORY	class=UNRUNNABLE;surface=UNRUNNABLE;reason=UNRUNNABLE_BINDING;research=77.356433;shadow=0.000000;runs=0;fills=0;trades=0;pnl=0.000000;outcome=NONE
